Continent_Name,Year,GDP,CO2 Emission,Temperature Change
North America,2018,24217205438091.004,303.3861649044261,0.9080490566037734
North America,2019,25120605244983.12,301.9808108786465,1.26872
North America,2020,24221576005246.72,301.9808108786465,0.4290857327321945
Oceania,1960,36597131559.69145,42.985921724067936,0.348469401266524
Oceania,1961,37875484693.66738,46.62450106118863,0.036918571964018
Oceania,1962,38544855941.508644,42.277179292574594,0.0727090131404886
Oceania,1963,40742591734.46744,43.94916172557459,-0.04379098685951142
Oceania,1964,43674412497.98881,46.15176804512005,0.03477151314048858
Oceania,1965,41293048528.67031,48.89075093312003,-0.3117284868595114
Oceania,1966,42928004093.92183,51.492819482120055,-0.11720642803598201
Oceania,1967,45773116031.011154,54.39694781512005,-0.12254098685951141
Oceania,1968,47384924495.88213,58.00562882812005,-0.12116598685951141
Oceania,1969,52042188542.03532,61.82824419412004,0.09077151314048858
Oceania,1970,120033802882.79123,69.07074621712005,0.20252151314048855
Oceania,1971,63099452545.900116,74.04010614412006,-0.01991598685951141
Oceania,1972,71899106495.49333,66.33059002312005,-0.05279098685951142
Oceania,1973,87622984246.1158,75.34484634212005,0.381981071964018
Oceania,1974,114458831974.51414,79.26989343412006,0.031668571964018
Oceania,1975,121827569483.12183,77.05366002912004,0.05579357196401799
Oceania,1976,130500927782.74649,69.22420271512004,-0.12385348685951142
Oceania,1977,137889476646.26324,75.78710413112003,0.036293571964018
Oceania,1978,149779312165.99414,65.79942173212007,0.16685607196401803
Oceania,1979,169065456874.48737,67.29366617412003,0.22279357196401803
Oceania,1980,187398833568.80756,74.78911375412004,0.24898107196401803
Oceania,1981,215054755464.22003,70.70189557112005,0.23779357196401799
Oceania,1982,231413892670.11227,69.00865815712005,0.102168571964018
Oceania,1983,214759486152.4678,66.84101940212005,0.2190840131404886
Oceania,1984,228558737012.48282,67.23173930012005,0.16835607196401803
Oceania,1985,218530150669.12607,70.33236019912005,0.23823107196401797
Oceania,1986,227643311258.86395,72.96020555712006,0.20839651314048857
Oceania,1987,245409645676.79285,73.00462689612006,0.14739651314048857
Oceania,1988,298091710229.42395,74.50393028212005,0.4923965131404886
Oceania,1989,360465167436.5743,78.00156597212005,0.205606071964018
Oceania,1990,374333476676.84546,70.9570126616004,0.3721685719640179
Oceania,1991,387038748431.9042,70.29774885760038,0.32555434782608694
Oceania,1992,386893428757.9196,69.81735926833333,0.20287499999999997
Oceania,1993,379720453503.46967,68.42345375433332,0.05347794117647059
Oceania,1994,399740757751.8751,67.97706634033332,0.2019779411764706
Oceania,1995,453806768350.879,68.09488046733334,0.47147794117647057
Oceania,1996,493834221633.0708,67.39990604333333,0.4569779411764705
Oceania,1997,523118586546.3266,68.03864064833333,0.26225919117647056
Oceania,1998,475985844045.4119,68.92005455433333,0.7030716911764705
Oceania,1999,468162024549.91565,68.40755213233332,0.44072794117647063
Oceania,2000,487598799146.80347,69.22078676233335,0.4269154411764705
Oceania,2001,448698660214.2561,69.87571169833335,0.5805836282882718
Oceania,2002,476416037414.26434,69.80713818933334,0.6935836282882717
Oceania,2003,571166795239.6852,69.37737295133331,0.5572279411764707
Oceania,2004,734105840378.5776,71.09977790733333,0.4706917569659443
Oceania,2005,827470406473.2875,73.15278199433331,0.6335042569659444
Oceania,2006,880653665255.6501,70.65881705833333,0.5280404411764706
Oceania,2007,1015246055788.7113,69.17105858633334,0.7774154411764705
Oceania,2008,1214927822510.078,66.85058292533333,0.4774586282882718
Oceania,2009,1076381439076.7104,66.15441150633333,0.5081966911764705
Oceania,2010,1323110993861.8542,65.80970327933333,0.8044779411764706
Oceania,2011,1600239016050.682,65.88547341733333,0.6106029411764705
Oceania,2012,1761808545445.8105,65.36727007433335,0.6086572890025574
Oceania,2013,1806975981100.4834,66.50177994633333,0.8654779411764706
Oceania,2014,1711635641140.3423,66.12467526833333,0.7816654411764706
Oceania,2015,1571200337938.1501,66.35289325833334,0.7852904411764706
Oceania,2016,1439121294681.833,71.30598606233333,1.2353529411764703
Oceania,2017,1580596296184.4048,72.96941743533334,1.0716029411764707
Oceania,2018,1691175572114.2512,73.86217712933332,0.9194779411764706
Oceania,2019,1652608407988.2068,66.62836890360555,1.0444072890025575
Oceania,2020,1585600257756.2998,66.62836890360555,0.348469401266524
South America,1960,256302230870.99518,18.710100229,0.4085559322033898
South America,1961,258166257711.21164,18.064514111,0.0784
South America,1962,83014153000.83154,18.565959595000002,-0.1994
South America,1963,81344503587.89676,18.591268813,0.11259999999999999
South America,1964,88365320243.56725,19.170232396,-0.2197
South America,1965,81209902866.46623,21.008950628999997,-0.0016000000000000042
South America,1966,88881922090.23196,21.712910229,-0.029800000000000004
South America,1967,89011798209.12018,23.095259036,-0.10670000000000002
South America,1968,95233086605.09944,23.731328481999995,-0.05389999999999999
South America,1969,107359947537.82545,24.853555326,0.3661
South America,1970,116383730368.68874,26.379739167999997,0.20580000000000004
South America,1971,130383047964.90277,25.899056573,-0.37170000000000003
South America,1972,144963717560.8918,26.255680959,0.1613
South America,1973,197766091416.69098,28.039882938999998,0.1089
South America,1974,261079589002.48102,26.961255536,-0.2345
South America,1975,257357061230.58994,27.354444462,-0.194
South America,1976,295048063388.2596,27.011461955,-0.19340000000000002
South America,1977,338769211465.8179,26.954894076000002,0.3289000000000001
South America,1978,374342683870.45013,29.301845726,0.21539999999999998
South America,1979,438746728373.36597,29.396645768999996,0.22160000000000002
South America,1980,490092247951.4083,30.54830593,0.37179999999999996
South America,1981,546928488401.07886,29.042469375,0.28769999999999996
South America,1982,561326522697.344,27.545253008000003,0.34879999999999994
South America,1983,485994595302.7232,25.179768388,0.4808
South America,1984,457337860756.85547,25.677879739999998,-9.714451465470119e-18
South America,1985,474338377244.0539,25.379754461999998,0.10819999999999999
South America,1986,538813284633.22705,25.274849388,0.29610000000000003
South America,1987,563492537555.9055,26.118056938000002,0.5925
South America,1988,629216302370.2589,27.66453871,0.19960000000000003
South America,1989,670409656709.7201,27.073915035000002,0.20130000000000003
South America,1990,795273628639.1547,24.30784712,0.381
South America,1991,1008727563331.2434,24.860607385999998,0.3728
South America,1992,874691209272.3711,25.286300083999997,0.2844000000000001
South America,1993,932989858968.2957,25.492077573,0.3289
South America,1994,1112746585564.985,26.182232359999997,0.4701000000000001
South America,1995,1384833115621.4182,27.153227146,0.5760000000000001
South America,1996,1488065601887.1064,28.873893119999998,0.31789999999999996
South America,1997,1583359887302.5261,29.849168214,0.8230000000000001
South America,1998,1562479736056.9587,29.697517378999997,0.8714999999999999
South America,1999,1254768153603.3367,29.252751167999993,0.2598
South America,2000,1346322355821.471,27.019409582999998,0.2529
South America,2001,1235745722337.6475,26.525717391,0.5932999999999999
South America,2002,980134339815.7589,25.465098403999995,0.7085000000000001
South America,2003,1060812867381.2771,25.52024256,0.7713
South America,2004,1300436375887.2656,27.138272802000003,0.7018
South America,2005,1662296680110.5488,28.110674744,0.7847999999999999
South America,2006,2024993871689.5078,27.861743903000004,0.7731999999999999
South America,2007,2508000031311.3145,28.697598884999998,0.5011
South America,2008,3055689907404.7197,30.235614094000002,0.6622000000000001
South America,2009,2996311480151.9126,29.807785174000003,0.9344000000000001
South America,2010,3842849590457.947,31.385483919,0.8057000000000001
South America,2011,4414876090639.726,33.026809344,0.6584999999999999
South America,2012,4431762887515.486,34.998167503000005,0.8681000000000001
South America,2013,4488798493100.528,35.168423715,0.6948000000000001
South America,2014,4548820526804.197,35.442478785,1.0587000000000002
South America,2015,3452285088186.143,35.337835733,1.2873
South America,2016,3410330722727.765,34.468619200999996,1.1104
South America,2017,3857370454839.644,33.195028446,1.141
South America,2018,3647225258298.8403,32.892428461,0.9168
South America,2019,3509011458485.6675,27.183336121694914,1.1135
South America,2020,2884743548952.6543,27.183336121694914,0.4085559322033898
